labels,path
angry,./Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F016.wav
angry,./Session4/sentences/wav/Ses04F_script01_2/Ses04F_script01_2_F010.wav
happy,./Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M019.wav
neutral,./Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_F012.wav
neutral,./Session5/sentences/wav/Ses05M_impro05/Ses05M_impro05_F002.wav
neutral,./Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F014.wav
happy,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M022.wav
neutral,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F050.wav
sad,./Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F010.wav
neutral,./Session5/sentences/wav/Ses05F_script01_2/Ses05F_script01_2_M000.wav
neutral,./Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M043.wav
angry,./Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M045.wav
sad,./Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F010.wav
angry,./Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F019.wav
sad,./Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F020.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M001.wav
neutral,./Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F016.wav
sad,./Session5/sentences/wav/Ses05M_impro06/Ses05M_impro06_F002.wav
happy,./Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M021.wav
neutral,./Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F012.wav
neutral,./Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M061.wav
sad,./Session5/sentences/wav/Ses05M_impro02/Ses05M_impro02_M012.wav
sad,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M011.wav
angry,./Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M033.wav
happy,./Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M046.wav
neutral,./Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M003.wav
sad,./Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M004.wav
angry,./Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M021.wav
angry,./Session4/sentences/wav/Ses04M_impro01/Ses04M_impro01_F019.wav
angry,./Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F022.wav
neutral,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav
angry,./Session4/sentences/wav/Ses04F_impro01/Ses04F_impro01_F009.wav
sad,./Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M006.wav
sad,./Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M006.wav
angry,./Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F011.wav
sad,./Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_M008.wav
neutral,./Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M022.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M001.wav
angry,./Session1/sentences/wav/Ses01M_impro01/Ses01M_impro01_F020.wav
sad,./Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M004.wav
neutral,./Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F003.wav
sad,./Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F000.wav
happy,./Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M019.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F029.wav
neutral,./Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M006.wav
sad,./Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F026.wav
sad,./Session5/sentences/wav/Ses05M_impro06/Ses05M_impro06_F003.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F003.wav
happy,./Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M014.wav
sad,./Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_M029.wav
sad,./Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F042.wav
sad,./Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F002.wav
angry,./Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M013.wav
neutral,./Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M040.wav
happy,./Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M045.wav
happy,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M025.wav
angry,./Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F024.wav
happy,./Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M045.wav
sad,./Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M024.wav
happy,./Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M039.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F040.wav
sad,./Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M022.wav
sad,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F021.wav
sad,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M004.wav
happy,./Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M014.wav
sad,./Session5/sentences/wav/Ses05M_impro02/Ses05M_impro02_M007.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M046.wav
neutral,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M029.wav
angry,./Session5/sentences/wav/Ses05M_script02_2/Ses05M_script02_2_M025.wav
angry,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_F039.wav
neutral,./Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F026.wav
angry,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_M042.wav
neutral,./Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M013.wav
angry,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F041.wav
angry,./Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M033.wav
angry,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_M039.wav
angry,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F017.wav
happy,./Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F007.wav
sad,./Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F024.wav
neutral,./Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M037.wav
happy,./Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M010.wav
angry,./Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F006.wav
neutral,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F007.wav
happy,./Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F034.wav
happy,./Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M049.wav
neutral,./Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F015.wav
neutral,./Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_M009.wav
happy,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F016.wav
sad,./Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M014.wav
happy,./Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M030.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F020.wav
happy,./Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F006.wav
neutral,./Session5/sentences/wav/Ses05F_script01_2/Ses05F_script01_2_F001.wav
angry,./Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F024.wav
neutral,./Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F023.wav
neutral,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M034.wav
angry,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F034.wav
angry,./Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M023.wav
neutral,./Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F034.wav
angry,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F036.wav
angry,./Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M030.wav
neutral,./Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M013.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M033.wav
sad,./Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F013.wav
angry,./Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F005.wav
happy,./Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M012.wav
angry,./Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_F013.wav
angry,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_M013.wav
angry,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F021.wav
happy,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav
sad,./Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F026.wav
sad,./Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F000.wav
angry,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_F040.wav
happy,./Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F029.wav
neutral,./Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F036.wav
neutral,./Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F011.wav
happy,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_M001.wav
neutral,./Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F029.wav
neutral,./Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M005.wav
angry,./Session5/sentences/wav/Ses05F_script02_2/Ses05F_script02_2_M025.wav
happy,./Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F016.wav
happy,./Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M032.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F049.wav
happy,./Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F016.wav
happy,./Session5/sentences/wav/Ses05M_script02_2/Ses05M_script02_2_M036.wav
sad,./Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_F013.wav
neutral,./Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M027.wav
neutral,./Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F000.wav
neutral,./Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F008.wav
neutral,./Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M001.wav
angry,./Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F001.wav
neutral,./Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F012.wav
sad,./Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F017.wav
happy,./Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M014.wav
neutral,./Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M024.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M036.wav
neutral,./Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F011.wav
sad,./Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M004.wav
happy,./Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M013.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F010.wav
neutral,./Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F001.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M014.wav
sad,./Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_M012.wav
neutral,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F026.wav
happy,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M046.wav
angry,./Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M005.wav
happy,./Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F017.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F023.wav
angry,./Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F039.wav
angry,./Session4/sentences/wav/Ses04M_script01_2/Ses04M_script01_2_F013.wav
angry,./Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F009.wav
happy,./Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M002.wav
happy,./Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F021.wav
neutral,./Session5/sentences/wav/Ses05M_impro05/Ses05M_impro05_F011.wav
angry,./Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F023.wav
happy,./Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M004.wav
sad,./Session5/sentences/wav/Ses05F_script01_1/Ses05F_script01_1_M004.wav
sad,./Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F037.wav
happy,./Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M019.wav
happy,./Session5/sentences/wav/Ses05F_script02_2/Ses05F_script02_2_F037.wav
happy,./Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M014.wav
happy,./Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M037.wav
sad,./Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F046.wav
neutral,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav
angry,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M024.wav
angry,./Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M013.wav
angry,./Session4/sentences/wav/Ses04F_impro01/Ses04F_impro01_F008.wav
happy,./Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F014.wav
neutral,./Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F021.wav
happy,./Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F044.wav
happy,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F026.wav
angry,./Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F012.wav
angry,./Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M038.wav
neutral,./Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F008.wav
happy,./Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F002.wav
sad,./Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F009.wav
neutral,./Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M018.wav
neutral,./Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F033.wav
sad,./Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M011.wav
happy,./Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M026.wav
neutral,./Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M020.wav
neutral,./Session4/sentences/wav/Ses04M_impro04/Ses04M_impro04_M020.wav
neutral,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M014.wav
sad,./Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F018.wav
angry,./Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F012.wav
neutral,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav
sad,./Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_M007.wav
angry,./Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M038.wav
sad,./Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F027.wav
neutral,./Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F030.wav
neutral,./Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M003.wav
sad,./Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F036.wav
sad,./Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F004.wav
happy,./Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M009.wav
neutral,./Session5/sentences/wav/Ses05M_impro05/Ses05M_impro05_F007.wav
neutral,./Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M034.wav
neutral,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M009.wav
sad,./Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F019.wav
neutral,./Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M001.wav
neutral,./Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M001.wav
neutral,./Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F024.wav
happy,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_M035.wav
happy,./Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M036.wav
angry,./Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M044.wav
happy,./Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F021.wav
neutral,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F038.wav
neutral,./Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M064.wav
happy,./Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F014.wav
angry,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M030.wav
happy,./Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F024.wav
sad,./Session5/sentences/wav/Ses05M_impro02/Ses05M_impro02_M029.wav
neutral,./Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F004.wav
sad,./Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M033.wav
happy,./Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F007.wav
sad,./Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M004.wav
angry,./Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_M027.wav
neutral,./Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M017.wav
happy,./Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F022.wav
neutral,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F046.wav
angry,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F039.wav
happy,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M043.wav
neutral,./Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M010.wav
happy,./Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F044.wav
happy,./Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M041.wav
neutral,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M050.wav
neutral,./Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_F035.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M006.wav
angry,./Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F042.wav
happy,./Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M000.wav
sad,./Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F021.wav
neutral,./Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M008.wav
neutral,./Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F044.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M041.wav
neutral,./Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M010.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M008.wav
sad,./Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M012.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M044.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M030.wav
neutral,./Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M001.wav
happy,./Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M032.wav
neutral,./Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M021.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M018.wav
angry,./Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M007.wav
angry,./Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F042.wav
sad,./Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F002.wav
neutral,./Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M012.wav
happy,./Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F016.wav
neutral,./Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_F010.wav
angry,./Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F019.wav
sad,./Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F022.wav
sad,./Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M029.wav
happy,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.wav
happy,./Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M000.wav
neutral,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F011.wav
neutral,./Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_F001.wav
angry,./Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F017.wav
sad,./Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F003.wav
sad,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M001.wav
happy,./Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F008.wav
neutral,./Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M000.wav
angry,./Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F014.wav
sad,./Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M031.wav
angry,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F032.wav
neutral,./Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M006.wav
sad,./Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M031.wav
happy,./Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M010.wav
neutral,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F014.wav
happy,./Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F015.wav
neutral,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F010.wav
neutral,./Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_F013.wav
neutral,./Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M002.wav
happy,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F022.wav
angry,./Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F031.wav
angry,./Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F005.wav
neutral,./Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_F007.wav
happy,./Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M020.wav
happy,./Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F022.wav
neutral,./Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M027.wav
neutral,./Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M035.wav
happy,./Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F016.wav
happy,./Session5/sentences/wav/Ses05M_script02_1/Ses05M_script02_1_M018.wav
neutral,./Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M022.wav
angry,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M045.wav
angry,./Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F040.wav
sad,./Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F011.wav
neutral,./Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F024.wav
neutral,./Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M025.wav
sad,./Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F043.wav
neutral,./Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M018.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.wav
neutral,./Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M020.wav
happy,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M005.wav
sad,./Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F004.wav
neutral,./Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F021.wav
neutral,./Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M013.wav
sad,./Session5/sentences/wav/Ses05F_script02_2/Ses05F_script02_2_M033.wav
angry,./Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M009.wav
neutral,./Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M014.wav
neutral,./Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M030.wav
neutral,./Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M040.wav
neutral,./Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_F002.wav
sad,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F019.wav
neutral,./Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M005.wav
happy,./Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F019.wav
neutral,./Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M008.wav
angry,./Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F034.wav
neutral,./Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F013.wav
sad,./Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M005.wav
neutral,./Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M011.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F037.wav
happy,./Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_M011.wav
neutral,./Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M018.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F008.wav
happy,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M031.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F014.wav
happy,./Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F036.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F031.wav
sad,./Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F017.wav
sad,./Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F007.wav
neutral,./Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M003.wav
happy,./Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M038.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F025.wav
happy,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M010.wav
happy,./Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F021.wav
sad,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M026.wav
angry,./Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F036.wav
happy,./Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F027.wav
sad,./Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F020.wav
neutral,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F033.wav
